numero_celular;data_captura;tipo_cupom;tipo_loja;local_captura;latitude;longitude;nome_loja;endereco_loja;valor_compra;valor_cupom
(11) 95595-6474;12/07/2025;Desconto;restaurante;Shopping Pátio Paulista;-23.570377632736903;-46.645233806921205;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;966.28;312.78
(11) 94148-8690;13/07/2025;Desconto;outros;Semáforo;-23.561858995901602;-46.65396898540111;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;545.53;228.34
(11) 94927-9753;26/07/2025;Desconto;móveis;Estação Consolação;-23.556066932149697;-46.66146295242021;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;638.68;163.66
(11) 91245-8093;17/07/2025;Produto;mercado express;MASP;-23.5607670951104;-46.6559952083871;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;353.55;12.54
(11) 94243-3989;26/07/2025;Desconto;eletrodoméstico;MASP;-23.561526795073796;-46.6560493267392;Kalunga;Rua Augusta, 2220;147.33;37.19
(11) 97995-1476;19/07/2025;Desconto;restaurante;Calçada aleatória;-23.564146824270303;-46.65082358986611;Subway;Av. Paulista, 2026;478.68;173.3
(41) 96202-7757;05/07/2025;Desconto;eletrodoméstico;MASP;-23.5612924893842;-46.65613466565291;Kalunga;Rua Augusta, 2220;269.37;46.23
(11) 98535-1676;12/07/2025;Cashback;móveis;Semáforo;-23.562483078935603;-46.653774043015;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;549.69;27.48
(11) 96614-5195;19/07/2025;Desconto;mercado express;Semáforo;-23.562324605335498;-46.65410160071609;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;849.56;399.31
(11) 96328-1038;13/07/2025;Desconto;mercado express;Shopping Pátio Paulista;-23.5701090672826;-46.6460737647394;Pão de Açúcar;Rua Pamplona, 1704;770.68;349.23
(11) 91819-2706;05/07/2025;Desconto;mercado express;Calçada aleatória;-23.564459779470305;-46.6499192081431;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;794.47;273.98
(11) 93697-3293;13/07/2025;Cashback;vestuário;Shopping Pátio Paulista;-23.5702041537907;-46.6461233025153;Havaianas;Av. Paulista, 2439;585.86;29.29
(11) 95655-4559;13/07/2025;Desconto;móveis;MASP;-23.561291693078896;-46.65570670013799;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;237.01;87.43
(11) 95868-8143;20/07/2025;Produto;eletrodoméstico;MASP;-23.5620317481451;-46.6556414495986;Ponto Frio;Rua da Consolação, 2303;202.64;2.96
(11) 94463-8823;20/07/2025;Produto;outros;Calçada aleatória;-23.563737018235997;-46.650093535671886;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;869.21;24.96
(11) 99926-8984;31/07/2025;Cashback;vestuário;Shopping Cidade São Paulo;-23.5627812960913;-46.65196206332771;Riachuelo;Av. Paulista, 2277;180.24;9.01
(11) 99021-6861;12/07/2025;Produto;farmácia;Calçada aleatória;-23.563969064622203;-46.650135433617;Drogaria São Paulo;Av. Paulista, 1230;940.78;22.89
(11) 95037-6484;26/07/2025;Cashback;outros;Semáforo;-23.5622918483677;-46.65401126905279;Smart Fit;Av. Paulista, 2006;937.09;46.85
(11) 94226-5113;27/07/2025;Produto;vestuário;Shopping Cidade São Paulo;-23.562986072324;-46.6524002530583;Lojas Americanas;Av. Paulista, 2300;348.29;17.22
(11) 94548-2311;06/07/2025;Desconto;eletrodoméstico;Shopping Pátio Paulista;-23.571208250301503;-46.64527038583161;Kalunga;Rua Augusta, 2220;933.31;399.79
(11) 96268-6959;05/07/2025;Cashback;móveis;Shopping Cidade São Paulo;-23.5630999330334;-46.652416887349;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;301.16;15.06
(11) 97068-1505;20/07/2025;Produto;mercado express;Semáforo;-23.561742852483402;-46.653542608421006;Pão de Açúcar;Rua Pamplona, 1704;390.55;17.77
(11) 99197-6556;13/07/2025;Cashback;mercado express;Parque Trianon;-23.5648525734708;-46.656868720904995;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;446.12;22.31
(11) 93425-9505;22/07/2025;Produto;mercado express;MASP;-23.5618419947632;-46.65573126684789;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;367.69;17.7
(11) 93909-4517;27/07/2025;Cashback;eletrodoméstico;Calçada aleatória;-23.563961621839198;-46.649809282042014;Kalunga;Rua Augusta, 2220;595.55;29.78
(11) 94941-5400;29/07/2025;Desconto;outros;Parque Trianon;-23.564161774284305;-46.657560972033494;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;579.7;198.07
(11) 98643-4856;13/07/2025;Produto;outros;Calçada aleatória;-23.564135110457293;-46.6498779457094;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;213.85;2.14
(11) 97847-7524;15/07/2025;Desconto;restaurante;Shopping Pátio Paulista;-23.570244382301297;-46.64600254939008;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;686.29;246.66
(11) 92325-7817;27/07/2025;Cashback;móveis;Shopping Cidade São Paulo;-23.562848881871894;-46.652497361686905;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;735.92;36.8
(11) 95477-9096;05/07/2025;Desconto;vestuário;Shopping Pátio Paulista;-23.570440265035504;-46.64580396818581;Riachuelo;Av. Paulista, 2277;582.47;236.5
(11) 96387-4891;06/07/2025;Produto;vestuário;Calçada aleatória;-23.563945348811604;-46.64973243670961;Lojas Americanas;Av. Paulista, 2300;159.75;5.94
(11) 96461-4160;05/07/2025;Cashback;vestuário;Semáforo;-23.5623681042231;-46.65420397176901;Havaianas;Av. Paulista, 2439;377.9;18.89
(11) 94424-5658;05/07/2025;Desconto;mercado express;MASP;-23.56135851122371;-46.6551605249016;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;231.21;58.85
(11) 96673-9622;12/07/2025;Desconto;outros;Estação Consolação;-23.5560299569136;-46.66100595983419;Smart Fit;Av. Paulista, 2006;186.36;62.33
(11) 99862-1857;12/07/2025;Desconto;vestuário;Semáforo;-23.561398673008892;-46.65402919334521;Renner;Av. Paulista, 2230;716.32;96.27
(11) 94514-6471;05/07/2025;Cashback;outros;Calçada aleatória;-23.564089445757805;-46.650207619559495;Smart Fit;Av. Paulista, 2006;359.46;17.97
(11) 92225-2083;13/07/2025;Cashback;mercado express;Shopping Pátio Paulista;-23.570569460759096;-46.64607301582971;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;256.1;12.81
(11) 97311-4349;12/07/2025;Cashback;restaurante;MASP;-23.561436871705105;-46.65543193591778;Subway;Av. Paulista, 2026;379.63;18.98
(11) 96643-4904;13/07/2025;Desconto;vestuário;Calçada aleatória;-23.564183325518698;-46.6500722172911;Havaianas;Av. Paulista, 2439;232.37;97.82
(11) 99604-3508;06/07/2025;Desconto;restaurante;Semáforo;-23.562510342142197;-46.653887781373506;Subway;Av. Paulista, 2026;616.25;125.74
(31) 95906-5582;13/07/2025;Produto;restaurante;Calçada aleatória;-23.563920655494503;-46.64998088929201;Subway;Av. Paulista, 2026;540.29;17.18
(11) 93340-7607;26/07/2025;Desconto;restaurante;Calçada aleatória;-23.564065048114998;-46.65008782737561;Subway;Av. Paulista, 2026;971.87;386.06
(11) 96687-9289;12/07/2025;Cashback;vestuário;Shopping Cidade São Paulo;-23.5630064299298;-46.65231164498041;Havaianas;Av. Paulista, 2439;819.49;40.97
(11) 94849-5574;26/07/2025;Cashback;vestuário;Shopping Pátio Paulista;-23.5704545084385;-46.645586505154704;Lojas Americanas;Av. Paulista, 2300;154.53;7.73
(11) 95658-7204;26/07/2025;Cashback;vestuário;Parque Trianon;-23.563674971813807;-46.65679590177071;Lojas Americanas;Av. Paulista, 2300;938.5;46.93
(11) 93146-7501;19/07/2025;Cashback;outros;Parque Trianon;-23.563954141447002;-46.656543473390805;Smart Fit;Av. Paulista, 2006;239.84;11.99
(11) 93981-3552;12/07/2025;Cashback;móveis;Parque Trianon;-23.563885919441198;-46.656607511193286;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;820.18;41.01
(11) 91348-4817;13/07/2025;Cashback;eletrodoméstico;Shopping Pátio Paulista;-23.5703669172174;-46.646203575723604;Kalunga;Rua Augusta, 2220;590.48;29.52
(11) 92992-2272;05/07/2025;Cashback;eletrodoméstico;Parque Trianon;-23.563620549571002;-46.65695844712751;Ponto Frio;Rua da Consolação, 2303;904.33;45.22
(11) 96776-8293;24/07/2025;Cashback;outros;Parque Trianon;-23.5640275864312;-46.65691459549571;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;751.44;37.57
(71) 97633-3219;13/07/2025;Cashback;móveis;Shopping Cidade São Paulo;-23.5632604949485;-46.65223489134179;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;819.18;40.96
(11) 91450-4175;20/07/2025;Desconto;vestuário;Calçada aleatória;-23.564177562819896;-46.6496177183223;Havaianas;Av. Paulista, 2439;826.1;318.92
(11) 94099-7503;05/07/2025;Cashback;mercado express;MASP;-23.561448076433997;-46.655995775152796;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;782.76;39.14
(11) 91016-8751;12/07/2025;Produto;móveis;Semáforo;-23.562277477744697;-46.65391936726321;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;392.93;23.49
(11) 96147-9714;26/07/2025;Cashback;mercado express;Calçada aleatória;-23.56394386786989;-46.64988347261589;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;979.3;48.97
(11) 99102-8259;15/07/2025;Cashback;outros;Calçada aleatória;-23.564308175566207;-46.65048035435963;Smart Fit;Av. Paulista, 2006;775.39;38.77
(11) 93457-5017;19/07/2025;Desconto;outros;Calçada aleatória;-23.563812322609202;-46.64955460744139;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;639.92;278.58
(11) 92742-7846;08/07/2025;Desconto;vestuário;Calçada aleatória;-23.564307906086704;-46.6495231676149;Lojas Americanas;Av. Paulista, 2300;957.37;195.24
(11) 95090-1451;19/07/2025;Produto;mercado express;MASP;-23.561328826682303;-46.6558831188713;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;421.95;15.16
(11) 93042-1245;09/07/2025;Cashback;móveis;Calçada aleatória;-23.564119264608895;-46.650415355405784;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;137.53;6.88
(11) 94613-5705;21/07/2025;Produto;mercado express;Shopping Pátio Paulista;-23.5702526814452;-46.6458836819084;Pão de Açúcar;Rua Pamplona, 1704;710.68;9.06
(41) 98430-1316;12/07/2025;Cashback;móveis;MASP;-23.561647942002704;-46.65558342210699;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;894.98;44.75
(11) 96258-8569;27/07/2025;Desconto;móveis;Shopping Pátio Paulista;-23.571113895034;-46.6461080793432;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;299.86;141.99
(11) 98363-6556;19/07/2025;Produto;farmácia;Estação Consolação;-23.555776440273;-46.6615300146712;Drogaria São Paulo;Av. Paulista, 1230;556.13;16.6
(11) 97041-5563;22/07/2025;Produto;móveis;Calçada aleatória;-23.5638545796056;-46.650090539548;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;297.19;9.53
(11) 98946-6348;12/07/2025;Cashback;mercado express;MASP;-23.560654889099396;-46.65594936776759;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;587.21;29.36
(11) 95161-2242;13/07/2025;Desconto;mercado express;MASP;-23.5614832358456;-46.6561200960006;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;114.2;21.76
(11) 93158-9629;27/07/2025;Cashback;vestuário;Parque Trianon;-23.563974827955;-46.65681451163029;Riachuelo;Av. Paulista, 2277;110.93;5.55
(11) 93850-7118;05/07/2025;Produto;mercado express;MASP;-23.561052926583606;-46.65632778527929;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;176.98;8.84
(11) 93435-1705;19/07/2025;Produto;mercado express;Shopping Cidade São Paulo;-23.5632307986015;-46.652168988916706;Pão de Açúcar;Rua Pamplona, 1704;549.3;15.45
(11) 93401-1206;05/07/2025;Desconto;mercado express;Parque Trianon;-23.5638358827396;-46.6569970354026;Pão de Açúcar;Rua Pamplona, 1704;839.55;277.91
(11) 98629-1103;13/07/2025;Produto;mercado express;Semáforo;-23.561837272809104;-46.6542426891678;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;113.52;6.7
(61) 99408-7399;20/07/2025;Desconto;farmácia;Semáforo;-23.561532628370305;-46.653702211569104;Drogaria São Paulo;Av. Paulista, 1230;685.75;299.04
(11) 96379-9446;20/07/2025;Desconto;vestuário;Shopping Cidade São Paulo;-23.563560478336104;-46.65262553091439;Riachuelo;Av. Paulista, 2277;911.32;142.02
(11) 99414-9968;13/07/2025;Desconto;restaurante;Estação Consolação;-23.556085076525;-46.661414609008716;Subway;Av. Paulista, 2026;527.97;225.27
(11) 96958-8351;12/07/2025;Cashback;outros;Shopping Pátio Paulista;-23.570934418329898;-46.645750307300204;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;483.74;24.19
(61) 91752-2268;31/07/2025;Cashback;móveis;Calçada aleatória;-23.563863588681002;-46.65001984978029;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;571.51;28.58
(11) 97301-1137;27/07/2025;Desconto;mercado express;Semáforo;-23.5619223337452;-46.65431974081339;Pão de Açúcar;Rua Pamplona, 1704;218.02;81.83
(11) 94470-9894;11/07/2025;Cashback;outros;Shopping Pátio Paulista;-23.570370543687904;-46.64583496356771;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;881.27;44.06
(11) 98093-3573;12/07/2025;Desconto;eletrodoméstico;Calçada aleatória;-23.5640973859023;-46.64992868048161;Ponto Frio;Rua da Consolação, 2303;456.14;176.6
(11) 95168-7590;19/07/2025;Desconto;outros;Shopping Pátio Paulista;-23.5705180765335;-46.6456438059943;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;576.75;110.18
(11) 92058-5041;12/07/2025;Cashback;eletrodoméstico;Calçada aleatória;-23.564225188046503;-46.6500898648233;Kalunga;Rua Augusta, 2220;555.53;27.78
(11) 93303-4608;12/07/2025;Produto;eletrodoméstico;Estação Consolação;-23.555770344922703;-46.662030525569904;Ponto Frio;Rua da Consolação, 2303;821.32;17.13
(11) 94741-6298;20/07/2025;Cashback;outros;Semáforo;-23.5621387598898;-46.65388369603621;Smart Fit;Av. Paulista, 2006;625.64;31.28
(11) 92457-3346;19/07/2025;Desconto;eletrodoméstico;Semáforo;-23.562383230981105;-46.65365302550451;Ponto Frio;Rua da Consolação, 2303;708.37;246.24
(11) 92460-7896;26/07/2025;Desconto;eletrodoméstico;Shopping Pátio Paulista;-23.570168116021204;-46.646024545172715;Ponto Frio;Rua da Consolação, 2303;410.43;94.26
(11) 92736-4510;05/07/2025;Desconto;vestuário;Calçada aleatória;-23.563592714110005;-46.650043074476606;Riachuelo;Av. Paulista, 2277;317.24;49.88
(11) 91055-6270;27/07/2025;Desconto;outros;MASP;-23.561288445632197;-46.65602999531561;Smart Fit;Av. Paulista, 2006;306.76;151.85
(11) 96513-5338;03/07/2025;Produto;móveis;Parque Trianon;-23.5637350865518;-46.656877171794314;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;500.76;26.09
(11) 92502-8857;20/07/2025;Cashback;eletrodoméstico;Shopping Pátio Paulista;-23.570793245976894;-46.64600056059991;Ponto Frio;Rua da Consolação, 2303;419.15;20.96
(11) 98292-4741;06/07/2025;Cashback;móveis;Calçada aleatória;-23.564438090730498;-46.649943617467;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;853.79;42.69
(11) 96887-4658;27/07/2025;Cashback;móveis;Estação Consolação;-23.555599258576393;-46.6614227102963;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;669.78;33.49
(11) 95240-7639;26/07/2025;Cashback;vestuário;Shopping Cidade São Paulo;-23.563192394328297;-46.652650098936704;Renner;Av. Paulista, 2230;514.54;25.73
(11) 92210-5863;19/07/2025;Desconto;mercado express;Shopping Cidade São Paulo;-23.563361622439395;-46.6519572954083;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;237.5;97.65
(11) 95828-4695;29/07/2025;Desconto;vestuário;Semáforo;-23.562145388569302;-46.653956974710795;Renner;Av. Paulista, 2230;764.61;92.66
(11) 91248-4347;05/07/2025;Desconto;móveis;MASP;-23.561736695145004;-46.655780025086294;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;790.82;105.14
(11) 94024-2893;05/07/2025;Produto;farmácia;Semáforo;-23.562137305368502;-46.653685986185806;Drogaria São Paulo;Av. Paulista, 1230;698.75;14.09
(11) 94213-4900;20/07/2025;Produto;farmácia;Semáforo;-23.5617679326881;-46.65414871178391;Drogaria São Paulo;Av. Paulista, 1230;276.36;3.48
(11) 97367-1248;28/07/2025;Produto;farmácia;Semáforo;-23.562037999208194;-46.65416533487199;Drogaria São Paulo;Av. Paulista, 1230;660.67;10.78
(11) 96347-2730;13/07/2025;Cashback;farmácia;Semáforo;-23.562425829958897;-46.654257232728796;Drogaria São Paulo;Av. Paulista, 1230;563.74;28.19
(11) 94674-8075;19/07/2025;Produto;farmácia;Calçada aleatória;-23.563940534801606;-46.649902422150504;Drogaria São Paulo;Av. Paulista, 1230;748.53;14.09
(11) 93430-4623;26/07/2025;Cashback;vestuário;Calçada aleatória;-23.563955435628902;-46.650090519916105;Riachuelo;Av. Paulista, 2277;761.33;38.07
(11) 92038-6340;02/07/2025;Produto;vestuário;Calçada aleatória;-23.563720080018197;-46.64998093742861;Lojas Americanas;Av. Paulista, 2300;847.0;19.63
(11) 95304-6874;06/07/2025;Cashback;mercado express;Calçada aleatória;-23.563789023851506;-46.650532132539595;Pão de Açúcar;Rua Pamplona, 1704;663.83;33.19
(11) 94558-5495;06/07/2025;Desconto;outros;Shopping Cidade São Paulo;-23.564333720075403;-46.652217863591595;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;818.76;240.93
(11) 93543-8868;23/07/2025;Cashback;outros;Parque Trianon;-23.5644394296961;-46.65706273551082;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;439.08;21.95
(11) 97661-7022;09/07/2025;Produto;eletrodoméstico;Calçada aleatória;-23.564090629112297;-46.649523779819205;Ponto Frio;Rua da Consolação, 2303;411.44;16.46
(21) 96097-5538;27/07/2025;Produto;móveis;MASP;-23.5612940010341;-46.65583124229189;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;179.94;7.41
(11) 95249-8134;13/07/2025;Produto;vestuário;Semáforo;-23.56174890265361;-46.653889450723895;Lojas Americanas;Av. Paulista, 2300;813.76;14.5
(11) 96302-9746;05/07/2025;Produto;vestuário;Calçada aleatória;-23.564137303097805;-46.6496785572209;Renner;Av. Paulista, 2230;420.22;6.46
(31) 96000-2216;20/07/2025;Cashback;restaurante;Calçada aleatória;-23.564332925038304;-46.649903025843706;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;490.87;24.54
(11) 98376-7809;13/07/2025;Produto;outros;Semáforo;-23.562464270938193;-46.65393881684272;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;634.33;9.36
(11) 96422-8760;13/07/2025;Cashback;restaurante;Calçada aleatória;-23.563942103107397;-46.64949706351141;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;418.86;20.94
(11) 91745-1039;26/07/2025;Produto;vestuário;Semáforo;-23.562469492168;-46.65418026615271;Havaianas;Av. Paulista, 2439;691.26;40.77
(11) 93582-1492;27/07/2025;Produto;mercado express;Shopping Cidade São Paulo;-23.562910195272003;-46.652202404822994;Pão de Açúcar;Rua Pamplona, 1704;409.97;18.47
(11) 92176-1917;27/07/2025;Produto;eletrodoméstico;Parque Trianon;-23.5639579084846;-46.6572858407108;Ponto Frio;Rua da Consolação, 2303;717.92;29.64
(11) 95509-7228;26/07/2025;Desconto;eletrodoméstico;Parque Trianon;-23.5641892455044;-46.6566254876975;Ponto Frio;Rua da Consolação, 2303;748.96;165.6
(11) 99892-5689;04/07/2025;Produto;vestuário;Calçada aleatória;-23.564015452758092;-46.649887392091095;Renner;Av. Paulista, 2230;649.4;18.94
(11) 93554-3072;05/07/2025;Desconto;mercado express;Calçada aleatória;-23.564034556498605;-46.65035492565452;Pão de Açúcar;Rua Pamplona, 1704;430.02;160.15
(11) 99416-1174;19/07/2025;Desconto;restaurante;MASP;-23.5611338568721;-46.655730030284595;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;837.32;140.61
(11) 96603-8597;13/07/2025;Cashback;móveis;Semáforo;-23.561308308948696;-46.65430467441389;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;209.21;10.46
(71) 97209-2313;09/07/2025;Produto;vestuário;Estação Consolação;-23.555524228123605;-46.66201146318979;Lojas Americanas;Av. Paulista, 2300;971.41;53.76
(11) 91566-5331;20/07/2025;Desconto;mercado express;Shopping Pátio Paulista;-23.570501796029696;-46.645358048023205;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;895.36;248.44
(71) 91301-6556;05/07/2025;Cashback;mercado express;Shopping Cidade São Paulo;-23.563778640534792;-46.65236447974221;Pão de Açúcar;Rua Pamplona, 1704;859.97;43.0
(11) 98811-3923;13/07/2025;Produto;vestuário;Semáforo;-23.562168962920197;-46.65421058718939;Lojas Americanas;Av. Paulista, 2300;871.51;10.75
(11) 97544-4895;19/07/2025;Desconto;mercado express;Estação Consolação;-23.55565543620431;-46.661281794288;Pão de Açúcar;Rua Pamplona, 1704;231.28;42.65
(21) 91210-8058;27/07/2025;Desconto;vestuário;MASP;-23.561453983614502;-46.6558193540717;Renner;Av. Paulista, 2230;363.38;104.74
(11) 91179-7965;19/07/2025;Produto;restaurante;Calçada aleatória;-23.563965707374003;-46.649999458947995;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;193.12;11.04
(11) 93497-1777;05/07/2025;Desconto;vestuário;MASP;-23.5617408027913;-46.65554846661939;Riachuelo;Av. Paulista, 2277;882.34;371.48
(11) 92423-2287;28/07/2025;Produto;outros;MASP;-23.5613254413895;-46.655762535552995;Smart Fit;Av. Paulista, 2006;784.23;27.07
(11) 94442-2659;20/07/2025;Desconto;vestuário;Shopping Pátio Paulista;-23.5707909528887;-46.6457887661193;Riachuelo;Av. Paulista, 2277;718.17;290.63
(11) 95607-8550;26/07/2025;Produto;móveis;Calçada aleatória;-23.564052840259297;-46.650460237408;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;154.48;9.13
(31) 93617-6602;26/07/2025;Desconto;outros;Estação Consolação;-23.556277410297497;-46.661798224379105;Smart Fit;Av. Paulista, 2006;696.06;130.76
(11) 98841-9906;06/07/2025;Produto;mercado express;Estação Consolação;-23.55561424377;-46.66181394121689;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;589.39;23.47
(11) 94662-4926;15/07/2025;Desconto;eletrodoméstico;Shopping Pátio Paulista;-23.57085464155919;-46.645895405695896;Kalunga;Rua Augusta, 2220;632.11;261.9
(11) 92324-8172;12/07/2025;Desconto;eletrodoméstico;MASP;-23.561550602726903;-46.655987157688784;Kalunga;Rua Augusta, 2220;337.94;109.99
(11) 94221-6184;13/07/2025;Desconto;vestuário;Calçada aleatória;-23.5633503435643;-46.649683613811405;Riachuelo;Av. Paulista, 2277;144.79;29.58
(11) 99130-4504;28/07/2025;Cashback;eletrodoméstico;Estação Consolação;-23.555463567766303;-46.6612674258907;Kalunga;Rua Augusta, 2220;240.98;12.05
(11) 93214-5140;25/07/2025;Produto;mercado express;Calçada aleatória;-23.564299646260807;-46.6503667093844;Pão de Açúcar;Rua Pamplona, 1704;483.73;7.89
(11) 99809-1826;27/07/2025;Produto;vestuário;Semáforo;-23.562332061087393;-46.65359964816;Renner;Av. Paulista, 2230;798.14;36.67
(11) 97239-5827;16/07/2025;Produto;mercado express;Calçada aleatória;-23.564164157536602;-46.6503754068546;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;804.81;31.1
(11) 95828-3932;31/07/2025;Produto;vestuário;Calçada aleatória;-23.564129298860003;-46.650071581659496;Lojas Americanas;Av. Paulista, 2300;104.23;3.66
(21) 99577-8845;05/07/2025;Produto;farmácia;MASP;-23.5613334760178;-46.6558057146937;Drogaria São Paulo;Av. Paulista, 1230;276.56;14.66
(11) 99454-4536;19/07/2025;Desconto;móveis;MASP;-23.561662454169102;-46.65567530308222;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;177.66;79.42
(11) 98124-4359;15/07/2025;Cashback;vestuário;Semáforo;-23.562191758060106;-46.654046882900985;Renner;Av. Paulista, 2230;107.01;5.35
(11) 91634-5938;27/07/2025;Cashback;mercado express;Calçada aleatória;-23.5637939677788;-46.65019254642111;Pão de Açúcar;Rua Pamplona, 1704;589.93;29.5
(11) 95631-3679;26/07/2025;Cashback;mercado express;Calçada aleatória;-23.564170805427004;-46.649822499585;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;264.67;13.23
(11) 98244-6523;12/07/2025;Produto;restaurante;Semáforo;-23.5622573199529;-46.654115437607004;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;550.83;18.95
(11) 91722-6693;26/07/2025;Produto;vestuário;Semáforo;-23.5618332773465;-46.6533837722675;Lojas Americanas;Av. Paulista, 2300;534.75;7.93
(11) 96535-4509;19/07/2025;Produto;vestuário;Shopping Cidade São Paulo;-23.562975378648503;-46.6521612080711;Havaianas;Av. Paulista, 2439;167.23;9.2
(11) 93317-5402;12/07/2025;Cashback;móveis;Parque Trianon;-23.563852759524895;-46.657320957082206;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;437.06;21.85
(11) 94959-3260;05/07/2025;Produto;outros;MASP;-23.561379320978304;-46.6558899299465;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;407.21;14.99
(11) 91261-8173;19/07/2025;Desconto;farmácia;Semáforo;-23.561903524637806;-46.65396504758419;Drogaria São Paulo;Av. Paulista, 1230;990.22;371.84
(11) 96777-2436;26/07/2025;Cashback;vestuário;Shopping Pátio Paulista;-23.570435090096698;-46.645744440158396;Havaianas;Av. Paulista, 2439;983.79;49.19
(11) 94537-2799;08/07/2025;Produto;móveis;MASP;-23.561396417324698;-46.656249348569794;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;789.55;46.11
(11) 98973-7991;09/07/2025;Cashback;móveis;Parque Trianon;-23.5641079721834;-46.656581749935505;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;458.75;22.94
(11) 96817-6996;19/07/2025;Desconto;restaurante;Calçada aleatória;-23.5639043574981;-46.650006276311196;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;169.72;49.89
(11) 98042-4135;20/07/2025;Desconto;outros;Shopping Pátio Paulista;-23.569980163017096;-46.646059250493394;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;515.7;170.73
(11) 98830-8129;05/07/2025;Desconto;mercado express;Parque Trianon;-23.564344836666606;-46.656485186576596;Pão de Açúcar;Rua Pamplona, 1704;656.28;176.83
(11) 91141-5050;18/07/2025;Cashback;restaurante;Semáforo;-23.5619862117191;-46.6540727749108;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;586.36;29.32
(41) 99691-4408;13/07/2025;Cashback;eletrodoméstico;MASP;-23.5617737612975;-46.65574669112001;Ponto Frio;Rua da Consolação, 2303;784.88;39.24
(11) 99679-3775;19/07/2025;Produto;restaurante;MASP;-23.5612506620391;-46.6562093483082;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;828.76;35.46
